time;BE;DE;DK;FI;FR;GB;IE;NL;NO;SE
01.01.2015 19:00;0.896686;0.965368;0.906881;0.309375;0.777932;0.970075;0.940365;0.926314;0.991003;0.924727
01.01.2015 20:00;0.909395;0.972663;0.928944;0.334067;0.810014;0.970611;0.89439;0.934979;0.990886;0.93294
01.01.2015 21:00;0.922187;0.976273;0.948055;0.381797;0.829411;0.968157;0.858881;0.940932;0.984994;0.958131
01.01.2015 22:00;0.932904;0.978974;0.958135;0.429044;0.853051;0.963392;0.865326;0.949806;0.956842;0.943549
01.01.2015 23:00;0.940453;0.980828;0.965749;0.445022;0.854348;0.963857;0.854665;0.956573;0.901748;0.912701
02.01.2015 00:00;0.945477;0.982319;0.969731;0.441957;0.845055;0.964893;0.821146;0.964591;0.828385;0.89594
02.01.2015 01:00;0.949911;0.9824;0.97204;0.472791;0.841613;0.962529;0.751953;0.967973;0.777129;0.882476
02.01.2015 02:00;0.94998;0.981881;0.97603;0.504733;0.838105;0.953748;0.701053;0.969074;0.841869;0.853971
02.01.2015 03:00;0.945165;0.984569;0.981578;0.491091;0.827924;0.938211;0.667992;0.968467;0.951743;0.767867
02.01.2015 04:00;0.915142;0.985107;0.983658;0.505385;0.809201;0.9204;0.640807;0.952178;0.979786;0.69117
02.01.2015 05:00;0.866404;0.985137;0.983957;0.527017;0.79056;0.905145;0.652907;0.928029;0.985855;0.636162
02.01.2015 06:00;0.836381;0.985643;0.986254;0.515645;0.825673;0.873702;0.652907;0.915304;0.986419;0.640223
02.01.2015 07:00;0.796062;0.984946;0.984464;0.501889;0.743716;0.839252;0.635238;0.889207;0.987725;0.641378
02.01.2015 08:00;0.701201;0.984371;0.984417;0.481835;0.632687;0.825743;0.605605;0.884263;0.988496;0.514864
02.01.2015 09:00;0.690871;0.982226;0.985608;0.483249;0.478561;0.813369;0.56292;0.869408;0.985772;0.485314
02.01.2015 10:00;0.737603;0.981149;0.986163;0.545793;0.395461;0.808152;0.459242;0.855762;0.981219;0.494754
02.01.2015 11:00;0.729287;0.981988;0.985257;0.601968;0.267582;0.819374;0.415633;0.854496;0.976732;0.472183
02.01.2015 12:00;0.741034;0.983195;0.986289;0.648834;0.196738;0.834341;0.414392;0.868574;0.978771;0.434644
02.01.2015 13:00;0.749626;0.983493;0.985759;0.686798;0.109896;0.841655;0.397083;0.881254;0.99018;0.49291
02.01.2015 14:00;0.735424;0.982201;0.984482;0.701473;0.053931;0.826182;0.31528;0.887617;0.983772;0.615933
02.01.2015 15:00;0.783926;0.981069;0.981627;0.694835;0.039244;0.800708;0.307154;0.907861;0.950058;0.690001
02.01.2015 16:00;0.787755;0.979519;0.979071;0.674373;0.066153;0.737753;0.323468;0.922144;0.937303;0.728596
02.01.2015 17:00;0.698813;0.978169;0.978774;0.670088;0.139419;0.666949;0.347188;0.90773;0.956245;0.728869
02.01.2015 18:00;0.588683;0.97907;0.977696;0.69116;0.202111;0.626298;0.388474;0.866768;0.982299;0.754187
02.01.2015 19:00;0.511575;0.978609;0.975156;0.714498;0.267582;0.619086;0.389702;0.808857;0.9902;0.780401
02.01.2015 20:00;0.46467;0.977028;0.973364;0.727568;0.343038;0.608194;0.384794;0.787539;0.98434;0.818215
02.01.2015 21:00;0.41069;0.97705;0.975641;0.739089;0.385396;0.610905;0.416874;0.793182;0.971605;0.834734
02.01.2015 22:00;0.384232;0.979208;0.976939;0.754532;0.340267;0.610769;0.415633;0.772975;0.961753;0.807142
02.01.2015 23:00;0.359348;0.979394;0.977234;0.813202;0.277682;0.59224;0.36649;0.717418;0.953723;0.770079
03.01.2015 00:00;0.321598;0.974248;0.981149;0.79954;0.285371;0.5869;0.293378;0.63437;0.974583;0.719102
03.01.2015 01:00;0.332508;0.960892;0.981532;0.797348;0.256436;0.57835;0.265324;0.57622;0.988701;0.668687
03.01.2015 02:00;0.343216;0.950457;0.976699;0.806747;0.368284;0.556071;0.197051;0.559741;0.989872;0.653867
03.01.2015 03:00;0.342957;0.949937;0.96725;0.817427;0.654423;0.534178;0.106094;0.578007;0.978771;0.717661
03.01.2015 04:00;0.313633;0.957285;0.95248;0.824294;0.846413;0.482922;0.131405;0.645189;0.965086;0.801195
03.01.2015 05:00;0.258489;0.961804;0.934598;0.829693;0.934522;0.411226;0.224546;0.721187;0.954858;0.883733
03.01.2015 06:00;0.2176;0.96195;0.91597;0.817525;0.946941;0.321448;0.254367;0.755452;0.946456;0.932005
03.01.2015 07:00;0.218497;0.960187;0.890945;0.816721;0.958738;0.261828;0.255455;0.720419;0.934102;0.956075
03.01.2015 08:00;0.288777;0.95536;0.862874;0.810982;0.933192;0.233172;0.167144;0.59877;0.916163;0.954834
03.01.2015 09:00;0.311444;0.94613;0.846426;0.793673;0.905141;0.209604;0.068252;0.484766;0.870399;0.927304
03.01.2015 10:00;0.300585;0.923273;0.827335;0.774337;0.883671;0.193368;0.24787;0.378683;0.781913;0.888113
03.01.2015 11:00;0.297013;0.881076;0.820593;0.758623;0.92362;0.165872;0.3436;0.30802;0.692977;0.876611
03.01.2015 12:00;0.22052;0.814393;0.807813;0.740321;0.919798;0.11648;0.389702;0.237929;0.616134;0.886998
03.01.2015 13:00;0.101624;0.75177;0.804921;0.717638;0.915001;0.097535;0.2798;0.164246;0.576644;0.883897
03.01.2015 14:00;0.034445;0.723261;0.793402;0.696031;0.908671;0.121607;0.260922;0.103837;0.551979;0.882266
03.01.2015 15:00;0.027477;0.743502;0.7757;0.667452;0.901501;0.157887;0.244644;0.089548;0.597996;0.897613
03.01.2015 16:00;0.104161;0.775697;0.757655;0.643997;0.904692;0.25754;0.202043;0.197019;0.707336;0.869579
03.01.2015 17:00;0.170529;0.818325;0.744871;0.629136;0.912093;0.297811;0.138282;0.289672;0.786613;0.862612
03.01.2015 18:00;0.166873;0.834386;0.746886;0.62231;0.860063;0.308166;0.066972;0.428477;0.813923;0.860362
03.01.2015 19:00;0.259404;0.847257;0.755339;0.626648;0.828669;0.311422;0.017555;0.571454;0.824467;0.858429
03.01.2015 20:00;0.367137;0.856214;0.76751;0.611836;0.795788;0.298174;0.003047;0.64199;0.830699;0.863182
03.01.2015 21:00;0.380491;0.85982;0.768671;0.592604;0.714855;0.271792;0.000293;0.652715;0.829931;0.871529
03.01.2015 22:00;0.373207;0.856685;0.767254;0.580998;0.689712;0.244243;0;0.65633;0.82208;0.880385
03.01.2015 23:00;0.374598;0.840294;0.748902;0.574192;0.672968;0.21837;0;0.677775;0.811416;0.882608
04.01.2015 00:00;0.363773;0.825083;0.746959;0.573077;0.600811;0.199468;0;0.675711;0.814753;0.889525
04.01.2015 01:00;0.287397;0.812115;0.746223;0.570035;0.532234;0.180355;0;0.625421;0.788469;0.90186
04.01.2015 02:00;0.219525;0.793131;0.753573;0.572328;0.497525;0.172859;7.10E-05;0.586129;0.750872;0.909857
04.01.2015 03:00;0.208558;0.770626;0.752404;0.582059;0.458074;0.168185;0.000686;0.562149;0.717806;0.924778
04.01.2015 04:00;0.228621;0.763519;0.751097;0.581733;0.398346;0.15612;0.004105;0.565448;0.704975;0.935816
04.01.2015 05:00;0.21904;0.769045;0.758479;0.587499;0.329262;0.137905;0.011177;0.537217;0.710855;0.943513
04.01.2015 06:00;0.192878;0.779041;0.77161;0.592575;0.282797;0.12013;0.023575;0.501144;0.723512;0.948209
04.01.2015 07:00;0.159926;0.770468;0.77437;0.604954;0.219847;0.106864;0.049731;0.474309;0.761247;0.952238
04.01.2015 08:00;0.123176;0.730528;0.762921;0.601698;0.167158;0.103265;0.108449;0.427889;0.785679;0.951458
04.01.2015 09:00;0.10346;0.70687;0.740979;0.580125;0.104603;0.112101;0.196059;0.369209;0.771277;0.945517
04.01.2015 10:00;0.092991;0.681845;0.722792;0.556769;0.038346;0.124067;0.269751;0.301974;0.702601;0.940344
04.01.2015 11:00;0.086937;0.654234;0.704422;0.547452;0.024643;0.135128;0.332899;0.252503;0.631174;0.936809
04.01.2015 12:00;0.08088;0.62348;0.679381;0.544066;0.029527;0.147103;0.356806;0.233509;0.538752;0.931833
04.01.2015 13:00;0.075554;0.61163;0.656029;0.540192;0.027217;0.16243;0.342406;0.216607;0.452442;0.929619
04.01.2015 14:00;0.07563;0.581612;0.62809;0.504958;0.018937;0.189551;0.321122;0.203996;0.362439;0.920019
04.01.2015 15:00;0.07795;0.538903;0.590849;0.474472;0.013487;0.220804;0.284304;0.202396;0.260972;0.896202
04.01.2015 16:00;0.080415;0.491945;0.5607;0.458182;0.016232;0.247121;0.236111;0.189273;0.176127;0.867887
04.01.2015 17:00;0.098133;0.453384;0.550614;0.440931;0.03112;0.260181;0.218324;0.177268;0.148589;0.842093
04.01.2015 18:00;0.125852;0.440736;0.542991;0.441424;0.045813;0.260292;0.211144;0.1931;0.123852;0.813649
04.01.2015 19:00;0.147345;0.456008;0.550017;0.410554;0.06557;0.250802;0.209109;0.241363;0.141127;0.801065
04.01.2015 20:00;0.162448;0.490489;0.548711;0.388842;0.090958;0.24446;0.212164;0.295521;0.165126;0.788653
04.01.2015 21:00;0.163444;0.537382;0.540993;0.379529;0.121715;0.248694;0.235051;0.329603;0.184667;0.784761
04.01.2015 22:00;0.159375;0.572389;0.509845;0.391463;0.155716;0.254796;0.286564;0.332783;0.156288;0.764447
04.01.2015 23:00;0.161275;0.579907;0.47999;0.382471;0.18212;0.262081;0.336455;0.330201;0.104455;0.65204
05.01.2015 00:00;0.169925;0.574072;0.458247;0.392122;0.193553;0.28353;0.338832;0.340102;0.051988;0.633061
05.01.2015 01:00;0.179779;0.538465;0.441585;0.395844;0.203195;0.300791;0.365276;0.353768;0.022391;0.549232
05.01.2015 02:00;0.197088;0.52411;0.448926;0.390719;0.229018;0.333413;0.36043;0.366372;0.006903;0.512261
05.01.2015 03:00;0.212501;0.508627;0.454488;0.363399;0.286662;0.351438;0.373791;0.357533;0.012558;0.46495
05.01.2015 04:00;0.225584;0.477959;0.44487;0.325378;0.364039;0.334291;0.38602;0.35158;0.049545;0.450352
05.01.2015 05:00;0.233126;0.436344;0.417548;0.278054;0.383963;0.31932;0.402017;0.353011;0.117905;0.432993
05.01.2015 06:00;0.225015;0.394323;0.356711;0.207058;0.27641;0.321761;0.403252;0.346663;0.173336;0.412689
05.01.2015 07:00;0.21985;0.36676;0.294417;0.156537;0.231341;0.32815;0.424329;0.339229;0.22353;0.346073
05.01.2015 08:00;0.223981;0.348417;0.232058;0.131751;0.192497;0.335255;0.443014;0.3308;0.273;0.289994
05.01.2015 09:00;0.236136;0.325584;0.193241;0.111546;0.152928;0.332704;0.438026;0.295267;0.314839;0.256023
05.01.2015 10:00;0.249278;0.311843;0.148616;0.101121;0.18417;0.327289;0.44052;0.276069;0.356851;0.232741
05.01.2015 11:00;0.240985;0.298547;0.118671;0.099653;0.1811;0.322636;0.439273;0.274107;0.387971;0.218073
05.01.2015 12:00;0.228988;0.276142;0.096078;0.097841;0.143842;0.320612;0.479219;0.265595;0.398057;0.20804
05.01.2015 13:00;0.216563;0.241575;0.075496;0.101577;0.116118;0.318123;0.492922;0.244449;0.422861;0.205873
05.01.2015 14:00;0.208906;0.198628;0.061482;0.107297;0.099452;0.328481;0.490434;0.229221;0.465839;0.20132
05.01.2015 15:00;0.208697;0.160424;0.056785;0.100669;0.113763;0.347251;0.445509;0.235458;0.513557;0.181798
05.01.2015 16:00;0.218106;0.13602;0.060247;0.096586;0.152928;0.375689;0.455495;0.237219;0.551979;0.154037
05.01.2015 17:00;0.235221;0.124438;0.071146;0.097922;0.1811;0.398108;0.504099;0.230849;0.596586;0.12175
05.01.2015 18:00;0.25298;0.120772;0.0867;0.108193;0.177052;0.41597;0.514;0.229373;0.671859;0.077403
05.01.2015 19:00;0.265707;0.120355;0.100202;0.115111;0.154784;0.426801;0.582109;0.226795;0.696609;0.04195
05.01.2015 20:00;0.261174;0.122015;0.116143;0.121277;0.135938;0.432371;0.514;0.223168;0.714345;0.021147
05.01.2015 21:00;0.246812;0.128178;0.13431;0.11489;0.126631;0.436845;0.477971;0.222976;0.752974;0.019858
05.01.2015 22:00;0.225861;0.139839;0.153717;0.103397;0.11533;0.439172;0.555653;0.224351;0.79396;0.046193
05.01.2015 23:00;0.210446;0.155205;0.168305;0.09819;0.104603;0.435487;0.560501;0.224129;0.811416;0.083771
06.01.2015 00:00;0.204303;0.168737;0.181243;0.100084;0.095152;0.442285;0.537368;0.225371;0.835994;0.122925
06.01.2015 01:00;0.202128;0.181763;0.194856;0.106161;0.10535;0.465358;0.547139;0.228923;0.859717;0.173292
06.01.2015 02:00;0.195938;0.208252;0.213886;0.11487;0.142063;0.497046;0.533693;0.235945;0.873399;0.237079
06.01.2015 03:00;0.187153;0.23351;0.240221;0.125035;0.230178;0.508067;0.429306;0.23612;0.876339;0.30243
06.01.2015 04:00;0.186469;0.250151;0.272071;0.144743;0.336126;0.523545;0.433042;0.236311;0.896349;0.368866
06.01.2015 05:00;0.20172;0.274142;0.314678;0.182204;0.355593;0.555087;0.471731;0.243647;0.914464;0.429059
06.01.2015 06:00;0.217963;0.29616;0.361953;0.233317;0.385396;0.563234;0.484206;0.260235;0.934446;0.492735
06.01.2015 07:00;0.230164;0.310826;0.396463;0.291964;0.431745;0.577117;0.464238;0.269;0.952538;0.551685
06.01.2015 08:00;0.234545;0.326836;0.438608;0.349421;0.461002;0.611493;0.459242;0.266208;0.968949;0.592225
06.01.2015 09:00;0.244225;0.335564;0.444605;0.434697;0.414274;0.60845;0.424329;0.241865;0.977569;0.613154
06.01.2015 10:00;0.250447;0.345492;0.464439;0.537733;0.293154;0.614589;0.322294;0.215583;0.979411;0.622271
06.01.2015 11:00;0.281106;0.357956;0.483014;0.552267;0.310327;0.61236;0.246793;0.218832;0.977293;0.647891
06.01.2015 12:00;0.340592;0.370307;0.499094;0.614865;0.386831;0.607227;0.246793;0.230322;0.977432;0.665605
06.01.2015 13:00;0.401165;0.3819;0.533295;0.622012;0.444898;0.605845;0.296804;0.251609;0.978509;0.719541
06.01.2015 14:00;0.43302;0.399877;0.567753;0.638693;0.391141;0.559637;0.319951;0.296339;0.979029;0.796261
06.01.2015 15:00;0.446697;0.453117;0.624864;0.692353;0.333375;0.517424;0.328174;0.366862;0.977569;0.855807
06.01.2015 16:00;0.448154;0.508176;0.679385;0.724579;0.265085;0.524075;0.336455;0.427842;0.957806;0.898433
06.01.2015 17:00;0.396764;0.544908;0.727246;0.738818;0.318389;0.520446;0.334083;0.454993;0.862938;0.922373
06.01.2015 18:00;0.470098;0.541416;0.753912;0.800858;0.440511;0.496801;0.297948;0.42939;0.728021;0.947705
06.01.2015 19:00;0.526889;0.492945;0.752484;0.777275;0.474174;0.457456;0.316446;0.443171;0.695402;0.965084
06.01.2015 20:00;0.548962;0.445532;0.720005;0.789911;0.425912;0.435002;0.387247;0.475381;0.721239;0.971421
06.01.2015 21:00;0.511711;0.415355;0.638998;0.809887;0.358401;0.426247;0.477971;0.527464;0.751924;0.974797
06.01.2015 22:00;0.408189;0.453071;0.568416;0.827836;0.293154;0.406527;0.532467;0.541813;0.759199;0.973979
06.01.2015 23:00;0.301443;0.505746;0.553017;0.849417;0.243131;0.385434;0.560501;0.485044;0.725773;0.968328
07.01.2015 00:00;0.236994;0.53037;0.560104;0.86189;0.206468;0.389461;0.646334;0.425829;0.662907;0.954497
07.01.2015 01:00;0.20437;0.514556;0.547472;0.869277;0.192497;0.398396;0.756349;0.382061;0.510581;0.933431
07.01.2015 02:00;0.166414;0.480957;0.496412;0.869309;0.210876;0.417079;0.845325;0.318655;0.32012;0.888807
07.01.2015 03:00;0.130863;0.431612;0.422848;0.854967;0.215336;0.445528;0.888994;0.217171;0.202513;0.808961
07.01.2015 04:00;0.127492;0.363549;0.360213;0.841541;0.192497;0.487236;0.917614;0.146712;0.202513;0.719616
07.01.2015 05:00;0.18467;0.316441;0.356882;0.83182;0.152928;0.538802;0.954004;0.163324;0.251576;0.688907
07.01.2015 06:00;0.281043;0.327004;0.430954;0.830262;0.096574;0.584212;0.965459;0.274025;0.32411;0.639342
07.01.2015 07:00;0.365853;0.384042;0.486685;0.826439;0.035712;0.634107;0.966997;0.403801;0.440572;0.669752
07.01.2015 08:00;0.416401;0.444657;0.516429;0.820347;0.002008;0.686118;0.968443;0.453468;0.580947;0.715167
07.01.2015 09:00;0.438529;0.502467;0.5095;0.811311;0.001695;0.711057;0.969797;0.465668;0.73689;0.72521
07.01.2015 10:00;0.425479;0.551971;0.493446;0.841159;0.00902;0.738625;0.967971;0.545745;0.844024;0.709161
07.01.2015 11:00;0.435524;0.576191;0.478902;0.826172;0.028747;0.770388;0.969356;0.607034;0.903181;0.654523
07.01.2015 12:00;0.470275;0.572542;0.457549;0.798361;0.077721;0.809774;0.972356;0.592484;0.935469;0.617963
07.01.2015 13:00;0.517281;0.566178;0.44729;0.708843;0.126631;0.845901;0.971851;0.565196;0.957806;0.584155
07.01.2015 14:00;0.558141;0.58286;0.465764;0.677964;0.17405;0.870716;0.972724;0.558697;0.973572;0.603841
07.01.2015 15:00;0.605929;0.631347;0.510898;0.641256;0.361217;0.888494;0.971194;0.578886;0.985433;0.621042
07.01.2015 16:00;0.683519;0.686871;0.54325;0.592562;0.580258;0.904827;0.962882;0.647226;0.990886;0.628941
07.01.2015 17:00;0.721459;0.739489;0.566405;0.536253;0.717068;0.920766;0.918405;0.702907;0.991276;0.633773
07.01.2015 18:00;0.749446;0.794409;0.630821;0.490949;0.788794;0.935307;0.789672;0.765783;0.989094;0.609367
07.01.2015 19:00;0.764525;0.845838;0.672239;0.433586;0.806744;0.925944;0.661572;0.804403;0.986079;0.627731
07.01.2015 20:00;0.771976;0.885565;0.706126;0.373234;0.836683;0.912647;0.58567;0.826454;0.989587;0.638729
07.01.2015 21:00;0.78124;0.906149;0.751337;0.335329;0.838812;0.89712;0.558079;0.844565;0.991142;0.670044
07.01.2015 22:00;0.79198;0.922278;0.795;0.316368;0.824158;0.876188;0.549575;0.853214;0.984067;0.732462
07.01.2015 23:00;0.80214;0.926659;0.854505;0.305978;0.849099;0.854852;0.552009;0.860829;0.971936;0.785842
08.01.2015 00:00;0.824584;0.925608;0.880169;0.286224;0.845055;0.841637;0.53124;0.85966;0.956353;0.867538
08.01.2015 01:00;0.841575;0.927041;0.904786;0.26789;0.833081;0.832232;0.441767;0.856133;0.919475;0.91907
08.01.2015 02:00;0.846294;0.926209;0.917708;0.27666;0.825673;0.816501;0.389702;0.845944;0.885902;0.949774
08.01.2015 03:00;0.803043;0.921054;0.91881;0.295202;0.783419;0.794672;0.367705;0.834282;0.89123;0.961142
08.01.2015 04:00;0.784245;0.903742;0.908388;0.352291;0.721457;0.783213;0.351988;0.800829;0.862299;0.966284
08.01.2015 05:00;0.761962;0.874754;0.883027;0.457739;0.750849;0.734345;0.329353;0.787392;0.805453;0.970779
08.01.2015 06:00;0.793649;0.845115;0.844598;0.540444;0.796648;0.690439;0.31179;0.746086;0.765301;0.972398
08.01.2015 07:00;0.762104;0.787961;0.821393;0.56099;0.824158;0.632894;0.31528;0.7381;0.78001;0.977521
08.01.2015 08:00;0.614175;0.741857;0.774315;0.591952;0.8842;0.549531;0.359221;0.637419;0.804589;0.981581
08.01.2015 09:00;0.504585;0.694818;0.733019;0.607546;0.953015;0.498849;0.457993;0.535167;0.829159;0.984342
08.01.2015 10:00;0.368901;0.640673;0.67486;0.617074;0.950448;0.488158;0.467985;0.478084;0.838955;0.982081
08.01.2015 11:00;0.230733;0.598572;0.618442;0.626595;0.942941;0.513341;0.400783;0.378605;0.833743;0.955459
08.01.2015 12:00;0.269225;0.539167;0.599226;0.602458;0.903789;0.565008;0.3436;0.347122;0.832986;0.931788
08.01.2015 13:00;0.52767;0.498278;0.56974;0.635755;0.770438;0.528294;0.286564;0.380275;0.844024;0.900847
08.01.2015 14:00;0.400691;0.511844;0.529689;0.636185;0.496069;0.517153;0.228729;0.340674;0.861657;0.854549
08.01.2015 15:00;0.400297;0.54649;0.523995;0.64116;0.39258;0.496154;0.303692;0.350728;0.870399;0.804152
08.01.2015 16:00;0.350617;0.57029;0.538041;0.672299;0.522165;0.526208;0.390931;0.424511;0.860366;0.756064
08.01.2015 17:00;0.414551;0.623764;0.533782;0.641833;0.555039;0.558346;0.484206;0.477484;0.863574;0.721988
08.01.2015 18:00;0.50957;0.684692;0.54294;0.562463;0.557866;0.589996;0.612538;0.551245;0.887523;0.699848
08.01.2015 19:00;0.568959;0.731553;0.61121;0.502306;0.496069;0.605263;0.76413;0.579438;0.898832;0.671294
08.01.2015 20:00;0.554976;0.793018;0.682257;0.409754;0.525047;0.604177;0.902327;0.626036;0.879789;0.696845
08.01.2015 21:00;0.476959;0.841767;0.733095;0.332288;0.665623;0.657011;0.975784;0.596253;0.836739;0.739659
08.01.2015 22:00;0.500865;0.84795;0.756598;0.276372;0.839517;0.742438;0.97867;0.530367;0.775192;0.79146
08.01.2015 23:00;0.582055;0.835174;0.77363;0.219715;0.903335;0.834904;0.969651;0.542651;0.660323;0.832814
09.01.2015 00:00;0.71674;0.822916;0.781354;0.171184;0.889891;0.886394;0.920356;0.636429;0.520988;0.86443
09.01.2015 01:00;0.857136;0.852679;0.796828;0.13299;0.866781;0.914956;0.870439;0.751473;0.583807;0.886611
09.01.2015 02:00;0.935043;0.895764;0.803185;0.11574;0.869738;0.948253;0.87377;0.819072;0.756102;0.894237
09.01.2015 03:00;0.977158;0.925498;0.780928;0.106486;0.888874;0.975884;0.872113;0.913227;0.87692;0.906644
09.01.2015 04:00;0.979477;0.960107;0.755089;0.109952;0.891901;0.974031;0.814706;0.98003;0.956106;0.909289
09.01.2015 05:00;0.976041;0.925303;0.79774;0.12603;0.944397;0.957893;0.714863;0.985546;0.981448;0.887801
09.01.2015 06:00;0.968398;0.904469;0.842426;0.142987;0.965637;0.935294;0.595104;0.985404;0.954858;0.847413
09.01.2015 07:00;0.942508;0.912925;0.863513;0.1705;0.957827;0.917492;0.502859;0.975995;0.75817;0.830123
09.01.2015 08:00;0.924539;0.930016;0.922285;0.209473;0.935831;0.900977;0.387247;0.964659;0.446502;0.801368
09.01.2015 09:00;0.904878;0.956239;0.94298;0.247564;0.869152;0.875304;0.44052;0.961588;0.198458;0.690232
09.01.2015 10:00;0.878447;0.968135;0.974281;0.285101;0.819546;0.840108;0.610233;0.952877;0.011752;0.27484
09.01.2015 11:00;0.861391;0.968027;0.963818;0.319977;0.861306;0.830083;0.788878;0.9442;0.020633;0.225021
09.01.2015 12:00;0.862145;0.973208;0.956076;0.35558;0.894859;0.843117;0.952033;0.933621;0.060631;0.228868
09.01.2015 13:00;0.865293;0.977377;0.952437;0.396127;0.878813;0.858733;0.978644;0.918861;0.184667;0.230641
09.01.2015 14:00;0.863579;0.979882;0.964768;0.438164;0.841613;0.880759;0.97763;0.892461;0.497171;0.226961
09.01.2015 15:00;0.889372;0.972471;0.973131;0.471496;0.846413;0.912582;0.979268;0.854309;0.726899;0.115453
09.01.2015 16:00;0.919082;0.958759;0.969063;0.506352;0.869152;0.951934;0.973987;0.835324;0.843308;0.054828
09.01.2015 17:00;0.966901;0.910175;0.957437;0.535886;0.879907;0.974763;0.965635;0.798718;0.87922;0.041606
09.01.2015 18:00;0.980725;0.824926;0.945704;0.55626;0.888363;0.978167;0.954484;0.765378;0.877498;0.057012
09.01.2015 19:00;0.980844;0.698316;0.916718;0.570234;0.885253;0.975234;0.944505;0.816643;0.846154;0.10996
09.01.2015 20:00;0.979185;0.558595;0.8657;0.569248;0.89917;0.972474;0.933998;0.909543;0.730257;0.209442
09.01.2015 21:00;0.97671;0.456782;0.787617;0.564259;0.907359;0.971079;0.938198;0.950723;0.617514;0.331664
09.01.2015 22:00;0.972438;0.408494;0.687473;0.562656;0.896793;0.970837;0.943639;0.974212;0.515044;0.454951
09.01.2015 23:00;0.966372;0.505284;0.539753;0.558984;0.890396;0.971367;0.949457;0.969038;0.41699;0.536902
10.01.2015 00:00;0.965074;0.677136;0.425261;0.547477;0.889891;0.97323;0.95793;0.964005;0.620265;0.561604
10.01.2015 01:00;0.962475;0.842571;0.312866;0.54203;0.890396;0.97498;0.969207;0.961319;0.841869;0.564336
10.01.2015 02:00;0.956512;0.896007;0.272397;0.541275;0.906919;0.976199;0.978277;0.963949;0.944988;0.491938
10.01.2015 03:00;0.959134;0.910839;0.382671;0.519803;0.925839;0.977311;0.971736;0.968062;0.958752;0.406786
10.01.2015 04:00;0.968778;0.900583;0.463848;0.484936;0.910395;0.97961;0.970998;0.966437;0.928762;0.286768
10.01.2015 05:00;0.976781;0.896198;0.599765;0.426145;0.920961;0.983663;0.978048;0.966278;0.944988;0.295281
10.01.2015 06:00;0.980736;0.916075;0.796943;0.406148;0.918621;0.984984;0.97051;0.97404;0.967451;0.46732
10.01.2015 07:00;0.979859;0.945626;0.909009;0.365135;0.912514;0.984396;0.976811;0.980382;0.974358;0.567317
10.01.2015 08:00;0.975254;0.967052;0.949888;0.32761;0.915817;0.983669;0.970228;0.983934;0.977706;0.674436
10.01.2015 09:00;0.971892;0.980574;0.965951;0.313649;0.923245;0.984004;0.941574;0.985514;0.984814;0.71273
10.01.2015 10:00;0.965504;0.97095;0.978506;0.329007;0.91541;0.98529;0.900503;0.981516;0.981773;0.76051
10.01.2015 11:00;0.980655;0.94307;0.972623;0.377819;0.928004;0.980945;0.851599;0.985593;0.799241;0.741069
